PREFIXO,MANTENEDOR,PREFIXO AN,NOME DA ES,DE,ATE,LATITUDE,LONGITUDE,MUNICIPIO,MUNICIPI_1,BACIA HIDR,Nome UGHRI,N_UGRHI,Nome SUBUG,N_SUBUGRHI,REDE,PROPRIETAR,TIPO DE PO,AREA (Km2),BTL,cia_amb,COBACIA,OBS,TEMPO DE T,STATUS PCD,ULTIMA TRA,CONVENCION,LOGGER,TELEMETRIC,NIVEL,VAZAO,FICHA DE INSPECAO,ULTIMA DATA FI,FICHA DESCRITIVA,ULTIMA_ATUALIZACAO_FD,AQUIFERO,ALTIMETRIA
E3-017,,,VINHEDO,"1936","1995",-23.03333333,-47.16,VINHEDO,Campinas,R. ATIBAIA,Piracicaba/Capivari/Jundiai,"5",,5_8,,SPÁguas,PLU,,5° BPAmb,"5100","866926",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-018,,,CURRUPIRA (CPEF),"1936","1961",-23.11666667,-47.12,JUNDIAÍ,Itupeva,R. CAPIVARI,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,PLU,,5° BPAmb,"5100","866943",,,,,,,,,,,,,,,
E3-020,,,SANTANA DE PARNAÍBA,"1956","2018",-23.44777778,-47.10194444,SANTANA DE PARNAÍBA,Aracariguama,R. TIETÊ,Tietê/ Sorocaba,"10",Médio Tietê Superior,10_4,,SPÁguas,PLU,,5° BPAmb,"5300","866956",FALHAS NO PERÍODO,,,,,,,,,,,,,,
E3-021,,,CAMPO LIMPO PAULISTA (EFB),"1937","1961",-23.21666667,-46.94,CAMPO LIMPO PAULISTA,Jundiai,R. JUNDIAÍ,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,PLU,,5° BPAmb,"5100","866945",,,,,,,,,,,,,,,
E3-022,,,SÃO CAETANO DO SUL,"1937","2004",-23.63333333,-46.7,SÃO CAETANO DO SUL,Sao Paulo,RIB. DOS MENINOS,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866983",,,,,,,,,,,,,,,
E3-023,,,RIBEIRÃO PIRES (EFSJ),"1937","1965",-23.71666667,-46.5,RIBEIRÃO PIRES,Santo Andre,R. GRANDE,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669845",,,,,,,,,,,,,,,
E3-024,,,SÃO BERNARDO DO CAMPO,"1937","1966",-23.66666667,-46.6,SÃO BERNARDO DO CAMPO,Diadema,R. TAMANDUATEÍ,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669922",,,,,,,,,,,,,,,
E3-025,,,JUNDIAÍ (CPEF),"1936","1971",-23.18333333,-47.04,JUNDIAÍ,Itupeva,R. JUNDIAÍ,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,PLU,,5° BPAmb,"5100","866943",,,,,,,,,,,,,,,
E3-026,,,SANTO ANDRÉ (CASA DA AGRICULTURA),"1937","1963",-23.66666667,-46.6,SANTO ANDRÉ,Diadema,R. TAMANDUATEÍ,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,PLU,,1° BPAmb,"1200","8669922",,,,,,,,,,,,,,,
E3-027,,,PEDRO BEICHT,"1936","2020",-23.65027778,-47.15194444,COTIA,Ibiuna,R. COTIA,Tietê/ Sorocaba,"10",Alto Sorocaba,10_1,,SPÁguas,PLU,,5° BPAmb,"5300","866895",FOI REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-028,,,ITAQUAXIARA (EFS),"1937","1950",-23.81666667,-47,ITAPECERICA DA SERRA,Sao Lourenco da Serra,GUARAPIRANGA,Ribeira de Iguape / Litoral Sul,"11",Alto Sorocaba,11_2,,SPÁguas,PLU,,1° BPAmb,"1200","7794496",,,,,,,,,,,,,,,
E3-029,,,UTINGA,"1956","1993",-23.63333333,-46.66,SANTO ANDRÉ,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866983",,,,,,,,,,,,,,,
E3-030,,,PERUS,"1936","1997",-23.4,-46.9,SÃO PAULO,Santana de Parnaiba,R. JUQUERI,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866961",,,,,,,,,,,,,,,
E3-031,,,BAIXO COTIA,"1937","2021",-23.53722222,-47.03055556,CARAPICUÍBA,Sao Roque,R. COTIA,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,5° BPAmb,"5300","8669722",,,,,,,,,,,,,,,
E3-032,,,SANTO ANGELO,"1937","1999",-23.58333333,-46.28,MOGI DAS CRUZES,Suzano,R. JUNDIAÍ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669941",FALHAS: 1947 A 1952 - REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-033,,,NOSSA SENHORA DO Ó,"1957","2008",-23.46666667,-46.86,SÃO PAULO,Santana de Parnaiba,R. TIETÊ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1100","866971",FALHAS: 1997 A 2001 E 2005 A 2008,,,,,,,,,,,,,,
E3-034,,,CACHOEIRA DA GRAÇA,"1935","2020",-23.715,-47.15055556,COTIA,Ibiuna,R. COTIA,Tietê/ Sorocaba,"10",Alto Sorocaba,10_1,,SPÁguas,PLU,,5° BPAmb,"5300","8668945",FALHAS NO PERÍODO - FOI REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-035,,,OBSERVATÓRIO DO IAG,"1936","2025",-23.65138889,-46.74472222,SÃO PAULO,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Alto Sorocaba,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866983",,,,,,,,,,,,,,,
E3-036,,,LUZ,"1888","2004",-23.53333333,-46.76,SÃO PAULO,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1200","866973",FALHAS NO PERÍODO,,,,,,,,,,,,,,
E3-037,,,PARANAPIACABA,"1936","1998",-23.78333333,-46.36,SANTO ANDRÉ  *(AT),Santo Andre,R. MOJI,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939542",,,,,,,,,,,,,,,
E3-038,,,PIAÇAGUERA,"1936","2000",-23.86666667,-46.46,CUBATÃO,Cubatao,R. MOJI,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939563",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-039,,,VICENTE DE CARVALHO (INEMET),"1936","1960",-23.95,-46.36,GUARUJÁ,Santos,VERTENTE ATLÂNTICA,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939571",,,,,,,,,,,,,,,
E3-040,,,USINA ITATINGA,"1937","2025",-23.77472222,-46.13055556,BERTIOGA,Bertioga,R. ITATINGA,Baixada Santista,"7",,7_1,,SPÁguas,PLU,,3° BPAmb,"3100","77939522",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-041,,,CAETÊ,"1937","2018",-23.88333333,-46.26,SANTOS,Santos,VERTENTE ATLÂNTICA,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939531",,,,,,,,,,,,,,,
E3-042,,,REPRESA ITATINGA,"1937","2025",-23.75,-46.16,BERTIOGA,Bertioga,R. ITATINGA,Baixada Santista,"7",,7_1,,SPÁguas,PLU,,3° BPAmb,"3100","77939522",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-043,,"2346086",PEREQUÊ,"1937","2025",-23.98194444,-46.29361111,GUARUJÁ,Santos,VERTENTE ATLÂNTICA,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939571",FALHAS NO PERÍODO,,ATIVO,,O,,,,,,,,,,
E3-045,,,VICENTE DE CARVALHO,"1942","2002",-23.93333333,-46.34,GUARUJÁ,Santos,VERTENTE ATLÂNTICA,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","77939571",FALHAS NO PERÍODO - REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-047,,,FRANCO DA ROCHA,"1937","2010",-23.33333333,-46.82,FRANCO DA ROCHA,Franco da Rocha,R. JUQUERI,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866962",FALHAS NO PERÍODO - REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-048,,,S. MIGUEL PAULISTA (NITROQUIMICA),"1937","1969",-23.48333333,-46.52,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1300","8669935",,,,,,,,,,,,,,,
E3-049,,"2346019",SANTA ISABEL,"1937","2025",-23.32916667,-46.28055556,SANTA ISABEL,Santa Isabel,R. JAGUARI,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,1° BPAmb,"1300","7789643",REGISTRADOR MECÂNICO,,ATIVO,,O,,,,,,,,,,
E3-050,,"2346025",BAIRRO FAZENDA VELHA,"1965","2025",-23.39055556,-46.425,ARUJÁ,Guarulhos,R. BAQUIRIVU-GUAÇU,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1100","8669936",,,ATIVO,,O,,,,,,,,,,
E3-052,,,CONGONHAS,"1945","2003",-23.63333333,-46.78,SÃO PAULO,Taboao da Serra,R. PINHEIROS,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866982",,,,,,,,,,,,,,,
E3-053,,"2346014",ERMIDA,"1957","2025",-23.20194444,-47.17305556,JUNDIAÍ,Itu,R. JUNDIAÍ,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,PLU,,5° BPAmb,"5300","8669422",,,ATIVO,,O,,,,,,,,,,
E3-054,,,PARATEÍ,"1957","2003",-23.31666667,-46.14,GUARAREMA,Santa Isabel,R. PARATEÍ,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,1° BPAmb,"1300","778962",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-055,,,REPRESA,"1969","2000",-23.1,-46.04,SÃO JOSÉ DOS CAMPOS,Sao Jose dos Campos,R. JAGUARI,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,3° BPAmb,"3400","7789671",,,,,,,,,,,,,,,
E3-056,,"2346090",SÃO VICENTE,"1938","2024",-23.96027778,-46.43472222,SÃO VICENTE,Sao Vicente,VERTENTE ATLÂNTICA,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,3° BPAmb,"3100","7793959",,,ATIVO,,O,,,,,,,,,,
E3-057,,,EMBU-GUAÇU (EFS),"1939","1956",-23.83333333,-46.98,EMBU-GUAÇU,Sao Lourenco da Serra,R. EMBU-GUAÇU,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,PLU,,1° BPAmb,"1200","77944983",,,,,,,,,,,,,,,
E3-058,,,MÁRIO SOUTO (EFS),"1939","1950",-23.88333333,-46.96,EMBU-GUAÇU,Sao Lourenco da Serra,R. EMBU-GUAÇU,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,PLU,,1° BPAmb,"1200","77944982",,,,,,,,,,,,,,,
E3-059,,,EVANGELISTA DE SOUZA,"1939","2003",-23.91666667,-46.78,SÃO PAULO  *(AT),Sao Paulo,R. CAPIVARI,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866989",,,,,,,,,,,,,,,
E3-060,,,ENGENHEIRO MARSILAC (EFS),"1939","1950",-23.9,-46.84,SÃO PAULO  *(AT),Embu-Guacu,R. CAPIVARI,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866989",,,,,,,,,,,,,,,
E3-061,,,USINA RIO DOS CAMPOS,"1939","1984",-23.96666667,-46.8,SÃO PAULO  *(AT),Itanhaem,R. CAPIVARI,Baixada Santista,"7",Rio Branco / Rio Preto,7_3,,SPÁguas,PLU,,3° BPAmb,"3100","7793966",,,,,,,,,,,,,,,
E3-062,,,ENGENHEIRO FERRAZ (EFS),"1939","1950",-23.98333333,-46.74,SÃO VICENTE,Sao Paulo,R. CAPIVARI,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866989",,,,,,,,,,,,,,,
E3-063,,,PAI MATIAS (EFS),"1940","1950",-23.95,-46.64,SÃO VICENTE,Sao Paulo,R. CUBATÃO,Baixada Santista,"7",Rio Branco / Rio Preto,7_3,,SPÁguas,PLU,,1° BPAmb,"1200","7793967",,,,,,,,,,,,,,,
E3-064,,,SALES DA CRUZ,"1939","1988",-23.91666667,-46.56,SÃO VICENTE,Sao Bernardo do Campo,R. CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939565",FALHAS: 1949 A 1966,,,,,,,,,,,,,,
E3-065,,,GASPAR RICARDO (EFS),"1939","1948",-23.96666667,-46.6,SÃO VICENTE,Sao Vicente,R. BRANCO,Baixada Santista,"7",Rio Branco / Rio Preto,7_3,,SPÁguas,PLU,,3° BPAmb,"3100","77939565",,,,,,,,,,,,,,,
E3-066,,,GASPAR RICARDO,"1958","1988",-23.96666667,-46.6,SÃO VICENTE,Sao Vicente,R. BRANCO,Baixada Santista,"7",Rio Branco / Rio Preto,7_3,,SPÁguas,PLU,,3° BPAmb,"3100","77939565",,,,,,,,,,,,,,,
E3-067,,,MORRO DO CHIQUEIRO,"1958","2018",-23.78333333,-47.12,SÃO LOURENÇO DA SERRA,Ibiuna,R. JUQUIÁ,Tietê/ Sorocaba,"10",Alto Sorocaba,10_1,,SPÁguas,PLU,,5° BPAmb,"5300","8668945",,,,,,,,,,,,,,,
E3-068,,,MOMBAÇA,"1958","2000",-23.76666667,-47,ITAPECERICA DA SERRA,Cotia,R. EMBU-MIRIM,Alto Tietê,"6",Alto Sorocaba,6_6,,SPÁguas,PLU,,1° BPAmb,"1200","8669723",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-069,,,FRANCO DA ROCHA (EFSJ),"1943","1970",-23.33333333,-46.88,FRANCO DA ROCHA,Cajamar,R. JUQUERI,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866962",,,,,,,,,,,,,,,
E3-070,,"2346127",PONTA DA PRAIA,"1937","2025",-23.99027778,-46.31555556,GUARUJÁ,,VERTENTE ATLÂNTICA,,,,,,SPÁguas,PLU,,,,,,,ATIVO,,O,L,,,,,,,,,
E3-071,,,HORTO FLORESTAL,"1899","2003",-23.46666667,-46.76,SÃO PAULO,Sao Paulo,R. CABUÇU DE BAIXO,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1100","866973",FALHAS: 1907 A 1939,,,,,,,,,,,,,,
E3-073,,,SÍTIO VOTORANTIM,"1940","1960",-23.66666667,-47.06,COTIA,Cotia,R. EMBU-MIRIM,Tietê/ Sorocaba,"10",Alto Sorocaba,10_1,,SPÁguas,PLU,,1° BPAmb,"1200","866897",,,,,,,,,,,,,,,
E3-074,,,ATIBAIA,"1960","2021",-23.15638889,-46.65222222,ATIBAIA,Atibaia,R. ATIBAIA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","8666457",FALHAS NO PERÍODO - SEM OBSERVADOR,,,,,,,,,,,,,,
E3-075,,,ATIBAIA,"1940","1972",-23.11666667,-46.66,ATIBAIA,Atibaia,R. ATIBAIA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","8666454",,,,,,,,,,,,,,,
E3-076,,,PIRACAIA,"1942","1994",-23.05,-46.42,PIRACAIA,Piracaia,R. CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","866647",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-077,,,GUARAÚ (SABESP),"1940","1967",-23.46666667,-46.8,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866963",,,,,,,,,,,,,,,
E3-078,,,ITAGUAÇU (SABESP),"1941","1971",-23.45,-46.74,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866963",,,,,,,,,,,,,,,
E3-079,,,REPRESA CUCA (SABESP),"1940","1948",-23.5,-46.8,SÃO PAULO,Osasco,R. TIETÊ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1100","866973",,,,,,,,,,,,,,,
E3-080,,,RESERVATÓRIO CANTAREIRA (SABESP),"1940","1969",-23.45,-46.74,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866963",,,,,,,,,,,,,,,
E3-081,,,ENGORDADOR,"1940","1997",-23.4,-46.7,SÃO PAULO,Caieiras,R. CABUÇU DE CIMA,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866963",,,,,,,,,,,,,,,
E3-082,,,BARROCADA,"1940","1998",-23.41666667,-46.68,SÃO PAULO,Sao Paulo,R. CABUÇU DE CIMA,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1100","866965",,,,,,,,,,,,,,,
E3-083,,,CABUÇU,"1940","1975",-23.4,-46.64,GUARULHOS,Mairipora,R. TIETÊ,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,PLU,,1° BPAmb,"1100","866965",,,,,,,,,,,,,,,
E3-084,,,JUNDIAÍ (IAC),"1941","1972",-23.11666667,-47.12,JUNDIAÍ,Itupeva,R. JUNDIAÍ,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,PLU,,5° BPAmb,"5100","866943",,,,,,,,,,,,,,,
E3-085,,,VILA PROSPERIDADE ( GM ),"1943","2025",-23.61333333,-46.66666667,SÃO CAETANO DO SUL,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866983",FOI REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-086,,,GUARAREMA (DNAEE),"1940","1969",-23.41666667,-46.06,GUARAREMA,Guararema,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,1° BPAmb,"1300","7789715",,,,,,,,,,,,,,,
E3-090,,,INSTITUTO BIOLÓGICO,"1943","2003",-23.58333333,-46.78,SÃO PAULO,Sao Paulo,R. PINHEIROS,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1200","866981",FALHAS: 1962 A 1966,,,,,,,,,,,,,,
E3-091,,,MONTE BELO,"1943","2023",-23.48388889,-46.44861111,ITAQUAQUECETUBA,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,PLU,,1° BPAmb,"1300","8669937",,,,,,,,,,,,,,,
E3-092,,,VILA CINTRA (DER),"1943","1957",-23.55,-46.28,MOGI DAS CRUZES,Mogi das Cruzes,R. JUNDIAÍ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669941",,,,,,,,,,,,,,,
E3-093,,,SERRA DO ITAPETI (DER),"1943","1954",-23.51666667,-46.28,MOGI DAS CRUZES,Suzano,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669939",,,,,,,,,,,,,,,
E3-094,,,FREGUESIA DA ESCADA,"1943","2010",-23.38333333,-46.08,GUARAREMA,Guararema,R. PARAÍBA DO SUL,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,1° BPAmb,"1300","7789713",FALHAS NO PERÍODO,,,,,,,,,,,,,,
E3-096,,,PONTE PEQUENA,"1943","1993",-23.51666667,-46.78,SÃO PAULO,Osasco,R. TAMANDUATEÍ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,PLU,,1° BPAmb,"1100","866973",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-097,FCTH,,ESTALEIRO DO DAEE,"1961","2000",-23.51666667,-46.24,MOGI DAS CRUZES,Mogi das Cruzes,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669971",,,,,,,,,,,,,,,
E3-098,,,GRANJA JURUPOCA,"1953","1959",-23.51666667,-46.32,SUZANO,Suzano,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669939",,,,,,,,,,,,,,,
E3-099,,"2346010",NAZARÉ PAULISTA,"1946","2025",-23.18444444,-46.48111111,NAZARÉ PAULISTA,Bon Jesus dos Perdoes,R. ATIBAINHA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","8666461",,,ATIVO,,O,,,,,,,,,,
E3-100,,,BAIRRO ALVARENGA,"1953","1959",-23.75,-46.76,SÃO BERNARDO DO CAMPO,Sao Paulo,R. PINHEIROS,Alto Tietê,"6",,6_4,,SPÁguas,PLU,,1° BPAmb,"1200","866987",,,,,,,,,,,,,,,
E3-101,,,CUBATÃO,"1944","1999",-23.88333333,-46.5,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939564",FALHAS: 1945 A 1954,,,,,,,,,,,,,,
E3-103,,,TABOÃO,"1965","1977",-23.38333333,-46.2,MOGI DAS CRUZES  *(AT),Mogi das Cruzes,R. PARATEÍ,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,1° BPAmb,"1300","778962",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
E3-104,,,TERCEIRO PLANO DA SERRA NOVA,"1960","1982",-23.8,-46.38,CUBATÃO,Santo Andre,R. MOJI,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,PLU,,1° BPAmb,"1200","77939542",,,,,,,,,,,,,,,
E3-105,,,MOGI DAS CRUZES (BOMBA RECALQUE),"1961","1971",-23.51666667,-46.2,MOGI DAS CRUZES,Mogi das Cruzes,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669971",,,,,,,,,,,,,,,
E3-106,,,BERTIOGA,"1948","2001",-23.85,-46.16,BERTIOGA,Bertioga,R. ITAPANHAÚ,Baixada Santista,"7",,7_1,,SPÁguas,PLU,,3° BPAmb,"3100","77939521",,,,,,,,,,,,,,,
E3-107,,,BAIRRO REMEDINHO,"1961","1973",-23.23333333,-46.02,JACAREÍ,Jacarei,R. PARATEÍ,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,3° BPAmb,"3400","778962",,,,,,,,,,,,,,,
E3-108,,"2346029",SÃO BENTO,"1961","2025",-23.43027778,-46.32861111,ARUJÁ  *(AT),Itaquaquecetuba,R. PARATEÍ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669937",,,ATIVO,,O,,,,,,,,,,
E3-109,,,ALTO DA SERRA,"1944","1998",-23.85,-46.6,SÃO BERNARDO DO CAMPO  *(AT),Sao Bernardo do Campo,R. CUBATÃO,Alto Tietê,"6",,6_3,,SPÁguas,PLU,,1° BPAmb,"1200","8669843",,,,,,,,,,,,,,,
E3-110,FCTH,,CAPTAÇÃO DE PIRACAIA,"0","0",-23.04805556,-46.39083333,PIRACAIA,Piracaia,R. DA  CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","866647",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR -  (ESTAÇÃO MISTA 3E-116),,,,,,,,,,,,,,
E3-111,FCTH,,ATIBAIA,"0","0",-23.10611111,-46.66638889,ATIBAIA,Atibaia,R. ATIBAIA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","8666454",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR -  (ESTAÇÃO MISTA 3E-063),,,,,,,,,,,,,,
E3-112,,,BAIRRO TABOÃO,"1965","1971",-23.45,-46.28,MOGI DAS CRUZES  *(AT),Itaquaquecetuba,R. PARATEÍ,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,PLU,,1° BPAmb,"1300","778962",,,,,,,,,,,,,,,
E3-114,,,SUZANO,"1965","1999",-23.55,-46.34,SUZANO,Suzano,R. TAIAÇUPEBA-AÇU,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669938",,,,,,,,,,,,,,,
E3-121,FCTH,,MASCATE,"0","0",-23.16777778,-46.49555556,NAZARÉ PAULISTA,Bon Jesus dos Perdoes,R. ATIBAINHA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,PLU,,5° BPAmb,"5100","8666461",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP -  (ESTAÇÃO MISTA 3E-089) - SEM OBSERVADOR,,,,,,,,,,,,,,
E3-133,,,GRANJA RIO ACIMA,"1945","1958",-23.51666667,-46.14,MOGI DAS CRUZES,Mogi das Cruzes,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,PLU,,1° BPAmb,"1300","8669971",MUITAS FALHAS,,,,,,,,,,,,,,
E3-134,,,BERTIOGA,"2011","2015",-23.83416667,-46.16333333,BERTIOGA,Bertioga,R. ITAPANHAÚ,Baixada Santista,"7",,7_1,,SPÁguas,PLU,,3° BPAmb,"3100","77939521",LOGGER (SOLINST) - S/ OBSERVADOR - MUITAS FALHAS,,,,,,,,,,,,,,
E3-136,,"2346326",MOINHO VELHO,"1948","2025",-23.62111111,-47.02777778,COTIA,Vargem Grande Paulista,R. COTIA,Tietê/ Sorocaba,"10",Alto Sorocaba,10_1,,SPÁguas,PLU,,1° BPAmb,"1200","866897",FALHAS: 1966 A 1983 E 1995 A 2013,,ATIVO,,O,,,,,,,,,,
