PREFIXO,MANTENEDOR,PREFIXO AN,NOME DA ES,DE,ATE,LATITUDE,LONGITUDE,MUNICIPIO,MUNICIPI_1,BACIA HIDR,Nome UGHRI,N_UGRHI,Nome SUBUG,N_SUBUGRHI,REDE,PROPRIETAR,TIPO DE PO,AREA (Km2),BTL,cia_amb,COBACIA,OBS,TEMPO DE T,STATUS PCD,ULTIMA TRA,CONVENCION,LOGGER,TELEMETRIC,NIVEL,VAZAO,FICHA DE INSPECAO,ULTIMA DATA FI,FICHA DESCRITIVA,ULTIMA_ATUALIZACAO_FD,AQUIFERO,ALTIMETRIA
"3D-020",FCTH,"61873900",BAIRRO RIO MANSO,"2006","2025",-22.31583333,-46.97055556,ITAPIRA,Mogi Guaçu,R. MOJI-GUAÇU,Mogi-Guaçu,"9",Alto Mogi,9_1,,SPÁguas,FLU,1743,5° BPAmb,"5100","8684791",,,ATIVO,,,,,,,,,,,,
"3D-021",,,MOJI-MIRIM (SP-340),"0","0",-22.39444444,-47.165,MOJI-MIRIM,Conchal,R. MOJI-MIRIM,Mogi-Guaçu,"9",Alto Mogi,9_1,,SPÁguas,FLU,129,5° BPAmb,"5200","8684765",SEM OBSERVADOR - HÁ CURVA,,,,,,,,,,,,,,
"3D-022",,,FAZENDA PARAÍSO,"2006","2008",-22.08527778,-46.8625,SANTO ANTONIO DO JARDIM,Espirito Santo do Pinhal,R. JAGUARI-MIRIM,Mogi-Guaçu,"9",Alto Mogi,9_1,,SPÁguas,FLU,466,5° BPAmb,"5200","8684745",SEM OBSERVADOR,,,,,,,,,,,,,,
"3D-023",IPT,,SÍTIO DO EMBIRAÇU,"2008","2013",-22.02444444,-47.12611111,AGUAÍ,Aguai,CÓRR. DA ISOLDINA,Mogi-Guaçu,"9",Alto Mogi,9_1,,SPÁguas,FLU,19,5° BPAmb,"5200","8684743",LOGGER (SOLINST) RECOLHIDO - SEM OBSERVADOR - CONTINUAM AS MEDIÇÕES DE VAZÃO,,PARALIZADO,,,,,,,,,,,,
"3D-024",,,FOZ DO SALTO DE CIMA,"0","0",-22.83833333,-46.26194444,EXTREMA**(MG),,CÓRR. DO SALTO DE CIMA,,,,,,SPÁguas,FLU,15.3,,,,LOGGER (CAMPBELL) - SEM OBSERVADOR - NÃO HÁ CURVA - (ESTAÇÃO MISTA D3-076),,,,,,,,,,,,,,
"3D-025",,,CABECEIRA DO RIBEIRÃO DAS POSSES,"0","0",-22.87916667,-46.29305556,EXTREMA**(MG),,RIBEIRÃO DAS POSSES,,,,,,SPÁguas,FLU,3.49,,,,,,,,,,,,,,,,,,
"3D-026",FCTH,,FOZ DO RIBEIRÃO DAS POSSES,"2008","2025",-22.832972,-46.231361,EXTREMA**(MG),,RIBEIRÃO DAS POSSES,,,,,,SPÁguas,FLU,12.2,,,,LOGGER (HOBECO) - SEM OBSERVADOR - NÃO HÁ CURVA -  (ESTAÇÃO MISTA D3-077),,ATIVO,,,L,,,,,,,,,
"3D-027",FCTH,,CABECEIRA DO RIBEIRÃO DA FORJA,"2019","2025",-22.875,-46.291944,EXTREMA**(MG),,RIBEIRÃO DA FORJA,,,,,,SPÁguas,FLU,4.77,,,,LOGGER (SOLINST) - SEM OBSERVADOR - NÃO HÁ CURVA-NASCENTE DO JAGUARI-POSTO EM MG,,ATIVO,,,L,,,,,,,,,
"3D-028",FCTH,,AMPARO,"0","0",-22.71138889,-46.93416667,AMPARO,Pedreira,R. CAMANDUCAIA,Piracicaba/Capivari/Jundiai,"5",Rio Camanducaia,5_2,,SPÁguas,FLU,,5° BPAmb,"5100","866683",LOGGER (FCTH) / TELEMETRIA  CHIP CELULAR / SAISP - (ESTAÇÃO MISTA D3-078),,ATIVO,,O,,,,,,,,,,
"3E-003",,,USINA RIO DOS CAMPOS,"1953","1973",-23.95,-46.78,SÃO PAULO *(AT),Itanhaem,R. CAPIVARI,Baixada Santista,"7",Rio Branco / Rio Preto,7_3,,SPÁguas,FLU,142,3° BPAmb,"3100","7793966",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-004",,,SÃO MIGUEL PAULISTA,"1953","1969",-23.48333333,-46.52,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,1610,1° BPAmb,"1300","8669935",,,,,,,,,,,,,,,
"3E-007",,,BIRITIBA-MIRIM,"1959","1977",-23.55,-46.1,BIRITIBA-MIRIM,Biritiba Mirim,R. BIRITIBA-MIRIM,Alto Tietê,"6",,6_1,,SPÁguas,FLU,91,1° BPAmb,"1300","8669971",,,,,,,,,,,,,,,
"3E-008",,,ESTALEIRO DAEE,"1953","1999",-23.5,-46.24,MOGI DAS CRUZES,Mogi das Cruzes,R. TIETÊ,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,FLU,841,1° BPAmb,"1300","778962",,,,,,,,,,,,,,,
"3E-014",,,TAIAÇUPEBA-AÇU,"1960","1976",-23.6,-46.3,SUZANO,Suzano,R. TAIAÇUPEBA-AÇU,Alto Tietê,"6",,6_1,,SPÁguas,FLU,97,1° BPAmb,"1300","8669942",,,,,,,,,,,,,,,
"3E-015",,,PALMEIRAS,"1960","1976",-23.6,-46.32,MOGI DAS CRUZES,Suzano,RIB. BALAINHO,Alto Tietê,"6",,6_1,,SPÁguas,FLU,35,1° BPAmb,"1300","8669939",,,,,,,,,,,,,,,
"3E-016",,,SANTO ANGELO,"1960","1982",-23.56666667,-46.26,MOGI DAS CRUZES,Mogi das Cruzes,R. JUNDIAÍ,Alto Tietê,"6",,6_1,,SPÁguas,FLU,142,1° BPAmb,"1300","8669941",,,,,,,,,,,,,,,
"3E-018",,,REMEDINHO,"1961","1973",-23.23333333,-46.02,JACAREÍ,Jacarei,R. PARATEÍ,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,FLU,393,3° BPAmb,"3400","778962",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-021",,,TAIAÇUPEBA-MIRIM,"1962","1976",-23.63333333,-46.38,SUZANO,Ribeirao Pires,R. TAIAÇUPEBA-MIRIM,Alto Tietê,"6",,6_1,,SPÁguas,FLU,47,1° BPAmb,"1200","8669938",,,,,,,,,,,,,,,
"3E-035",,,QUINTA COLÔNIA,"1963","1969",-23.31666667,-46.84,FRANCO DA ROCHA,Cajamar,R. JUQUERI,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,FLU,393,1° BPAmb,"1100","866962",,,,,,,,,,,,,,,
"3E-036",FCTH,,AÇOS ANHANGUERA,"1965","2014",-23.52583333,-46.19027778,MOGI DAS CRUZES,Mogi das Cruzes,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,FLU,782,1° BPAmb,"1300","8669971",LOGGER (CAMPBELL) /TELEMETRIA CHIP CELULAR (nada gravado no Banco de Dados) - (ESTAÇÃO MISTA E3-273),,ATIVO,,,,,,,,,,,,
"3E-048",FCTH,,PONTE NOVA,"1964","2025",-23.57361111,-46.16444444,BIRITIBA-MIRIM,Mogi das Cruzes,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,FLU,358,1° BPAmb,"1300","8669971",DE 1971 A 1980 S/ VAZÕES - PARALISADO E DE 2000 A 2016 SEM MEDQ,,ATIVO,,,,,,,,,,,,
"3E-050",,,ITAPANHAU,"1964","1976",-23.68333333,-46.02,BIRITIBA-MIRIM *(AT),Biritiba Mirim,R. ITAPANHAU,Baixada Santista,"7",,7_1,,SPÁguas,FLU,81,1° BPAmb,"1300","77939523",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-052",,,RIO ABAIXO,"1964","1992",-23.51666667,-46.34,SUZANO,Poa,R. TIETÊ,Alto Tietê,"6",,6_1,,SPÁguas,FLU,1337,1° BPAmb,"1300","8669937",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-057",,,VILA GALVÃO,"1969","1983",-23.45,-46.68,SÃO PAULO,Sao Paulo,R. CABUÇU DE CIMA,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,110,1° BPAmb,"1100","866991",DE 1972 A 1975 S/ VAZÕES,,,,,,,,,,,,,,
"3E-060",,,TABOÃO,"1965","1973",-23.35722222,-46.22083333,MOGI DAS CRUZES *(AT),Santa Isabel,R. PARATEÍ,Paraíba do Sul,"2",Usina Santa Branca/ Rio Porangaba,2_2,,SPÁguas,FLU,206,1° BPAmb,"1300","778962",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-063",FCTH,,ATIBAIA,"2002","2025",-23.10611111,-46.66638889,ATIBAIA,Atibaia,R. ATIBAIA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,FLU,1143,5° BPAmb,"5100","8666454",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - (ESTAÇÃO MISTA E3-111),,ATIVO,,,,,,,,,,,,
"3E-064",FCTH,,BUSSOCABA,"0","0",-23.53277778,-46.92638889,OSASCO,Itapevi,RIB. BUSSOCABA,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,FLU,8.6,1° BPAmb,"1100","8669722",LOGGER (CAMPBELL) / TELEMETRIA CHIP CELULAR / FOI REGISTRADOR MECÂNICO  - NÃO HÁ CURVA - (ESTAÇÃO MISTA E3-266),,ATIVO,,,,,,,,,,,,
"3E-068",,,BAIXO COTIA-SABESP,"1965","1986",-23.53333333,-47.02,CARAPICUIBA,Sao Roque,R. COTIA,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,FLU,242,5° BPAmb,"5300","8669722",REGISTRADOR MECÂNICO - DE 1977 A 1979 S/ VAZÕES,,,,,,,,,,,,,,
"3E-072",,,IAG-MONTANTE DO LAGO,"0","0",-23.65,-46.74,SÃO PAULO,Sao Paulo,CÓRR. DO IAG,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,0.59,1° BPAmb,"1200","866983",REGISTRADOR MECÂNICO - NÃO CADASTRADO,,,,,,,,,,,,,,
"3E-074",,,CAPUAVA,"1968","1972",-23.63333333,-46.56,MAUÁ,Sao Caetano do Sul,R. TAMANDUATEÍ,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,FLU,43,1° BPAmb,"1200","8669923",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-075",,,VILA PROSPERIDADE,"1969","1974",-23.6,-46.66,SÃO CAETANO DO SUL,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,130,1° BPAmb,"1200","866983",,,,,,,,,,,,,,,
"3E-076",,,MOOCA,"1969","1980",-23.55,-46.74,SÃO PAULO,Sao Paulo,R. TAMANDUATEÍ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,311,1° BPAmb,"1200","866981",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-077",,,PONTE PRETA,"1966","1969",-23.88333333,-46.54,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Alto Tietê,"6",,6_3,,SPÁguas,FLU,131,1° BPAmb,"1200","8669844",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-086",,,PENHA,"1970","1976",-23.5,-46.66,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,1880,1° BPAmb,"1100","866991",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-088",,,CRAVORANA,"1971","1992",-23.03333333,-46.4,PIRACAIA,Piracaia,R. DA CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,FLU,404,5° BPAmb,"5100","866647",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-089",FCTH,,MASCATE,"1971","2025",-23.16777778,-46.49555556,NAZARÉ PAULISTA,Bon Jesus dos Perdoes,R. ATIBAINHA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,FLU,340,5° BPAmb,"5100","8666461",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - FOI REGISTRADOR MECÂNICO - DE 1993 A 2000 S/ VAZÕES -  (ESTAÇÃO MISTA E3-121),,ATIVO,,,,,,,,,,,,
"3E-090",,,SAGRADO CORAÇÃO,"1971","1982",-23.51666667,-47.08,JANDIRA,Sao Roque,R. S. JOÃO DO BARUERI,Tietê/ Sorocaba,"10",Médio Tietê Superior,10_4,,SPÁguas,FLU,133,5° BPAmb,"5300","866956",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-093",FCTH,,CESARI,"1972","1975",-23.82166667,-46.43111111,CUBATÃO,Sao Bernardo do Campo,R. MOJI,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,FLU,19,1° BPAmb,"1200","77939562",LOGGER (CAMPBEL)/TELEMETRIA CELULAR - FOI REGISTRADOR MECÂNICO - NÃO HÁ CURVA ATUALMENTE - SEM OBSERVADOR - ESTAÇÃO MISTA E3-276,,ATIVO,,,,,,,,,,,,
"3E-095",FCTH,,QUILOMBO,"1971","1987",-23.81666667,-46.38,SANTOS,Cubatao,R. QUILOMBO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,FLU,57,3° BPAmb,"3100","77939542",,,ATIVO,,,,,,,,,,,,
"3E-098",,,EMBU-GUAÇU,"1972","1981",-23.63333333,-47,EMBU,Vargem Grande Paulista,R. EMBU-MIRIM,Tietê/ Sorocaba,"10",Médio Tietê Superior,10_1,,SPÁguas,FLU,119,1° BPAmb,"1200","866897",,,,,,,,,,,,,,,
"3E-099",,,CUMBICA,"1972","1980",-23.48333333,-46.56,SÃO PAULO,Guarulhos,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,1658,1° BPAmb,"1100","8669934",,,,,,,,,,,,,,,
"3E-100",,,VILA SÃO JOSÉ,"1972","1976",-23.63333333,-46.68,SÃO CAETANO DO SUL,Sao Paulo,RIB. DOS MENINOS,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,104,1° BPAmb,"1200","866983",,,,,,,,,,,,,,,
"3E-101",,,GUAIAUNA,"1973","1977",-23.53333333,-46.64,SÃO PAULO,Sao Paulo,R. ARICANDUVA,Alto Tietê,"6",Tamanduateí,6_2,,SPÁguas,FLU,81,1° BPAmb,"1200","8669921",,,,,,,,,,,,,,,
"3E-103",,,JARDIM SANTA MARIA,"1972","1978",-23.2,-46.9,CAMPO LIMPO PAULISTA,Jundiai,R. JUNDIAÍ,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,FLU,108,5° BPAmb,"5100","866947",,,,,,,,,,,,,,,
"3E-104",,,ÁGUA VERMELHA,"1972","1979",-23.53333333,-46.4,SUZANO,Sao Paulo,RIB. GUAIÓ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,71,1° BPAmb,"1300","8669937",,,,,,,,,,,,,,,
"3E-105",,,CAXINGUI,"1972","1976",-23.56666667,-46.84,SÃO PAULO,Carapicuiba,R. PIRAJUÇARA,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,FLU,68,1° BPAmb,"1100","866973",,,,,,,,,,,,,,,
"3E-106",,,PERUS (CIA MELHORAMENTOS),"1973","1979",-23.4,-46.94,SÃO PAULO,Santana de Parnaiba,R. JUQUERI,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,FLU,607,1° BPAmb,"1100","866971",,,,,,,,,,,,,,,
"3E-108",,,CAMPO LIMPO,"1979","2002",-23.20805556,-46.89166667,CAMPO LIMPO PAULISTA,Jundiai,R. JUNDIAÍ,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,FLU,100,5° BPAmb,"5100","866948",,,,,,,,,,,,,,,
"3E-109",,,FRANCO DA ROCHA,"1980","1992",-23.33333333,-46.86,FRANCO DA ROCHA,Cajamar,R. JUQUERI,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,FLU,465,1° BPAmb,"1100","866962",,,,,,,,,,,,,,,
"3E-110",,,POÁ,"1980","1993",-23.53333333,-46.4,POÁ,Sao Paulo,RIB. GUAIÓ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,66,1° BPAmb,"1300","8669937",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-111",,,EMBU-GUAÇU,"1981","1993",-23.83333333,-46.96,EMBU-GUAÇU,Sao Lourenco da Serra,R. EMBU-GUAÇU,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,FLU,114,1° BPAmb,"1200","77944983",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-113",,,CAPITÓLIO,"1982","1991",-23.5,-47.06,BARUERI,Sao Roque,R. S. JOÃO DO BARUERI,Tietê/ Sorocaba,"10",Médio Tietê Superior,10_4,,SPÁguas,FLU,136,5° BPAmb,"5300","866956",REGISTRADOR MECÂNICO,,,,,,,,,,,,,,
"3E-114",,,BELVEDERE,"1981","1999",-23.96666667,-47.06,JUQUITIBA,Juquitiba,R. JUQUIÁ,Ribeira de Iguape / Litoral Sul,"11",Alto Juquiá,11_2,,SPÁguas,FLU,35,1° BPAmb,"1200","77944993",,,,,,,,,,,,,,,
"3E-115",,,IAG-MATA,"0","0",-23.65,-46.74,SÃO PAULO,Sao Paulo,CÓRR. DO IAG,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,0.26,1° BPAmb,"1200","866983",REGISTRADOR MECÂNICO - NÃO CADASTRADO,,,,,,,,,,,,,,
"3E-116",FCTH,,CAPTAÇÃO DE PIRACAIA,"2001","2016",-23.04805556,-46.39083333,PIRACAIA,Piracaia,R. DA CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,FLU,406,5° BPAmb,"5100","866647",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - (ESTAÇÃO MISTA E3-110),,ATIVO,,,,,,,,,,,,
"3E-118",,,BARRAGEM DA SABESP,"0","0",-23.91666667,-46.56,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,FLU,132,1° BPAmb,"1200","77939565",LOGGER - DESTRUÍDO POR ENCHENTE - NÃO HÁ CURVA,,,,,,,,,,,,,,
"3E-119",,,BERTIOGA,"0","0",-23.84444444,-46.16916667,BERTIOGA,Bertioga,R. ITAPANHAU,Baixada Santista,"7",,7_1,,SPÁguas,FLU,385,3° BPAmb,"3100","77939521",LOGGER (SOLINST) - S/ OBSERVADOR - NÃO HÁ CURVA,,,,,,,,,,,,,,
"3E-120",,,VINHEDO URBANO,"0","0",-23.01305556,-47.17472222,VINHEDO,Campinas,CÓRR. DA CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",,5_8,,SPÁguas,FLU,15,5° BPAmb,"5100","866926",LOGGER (SOLINST) - SEM OBSERVADOR - NÃO HÁ CURVA,,,,,,,,,,,,,,
"3E-121",FCTH,,ATIBAINHA MONTANTE,"2015","2025",-23.10222222,-46.32666667,PIRACAIA,Piracaia,R. ATIBAINHA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,FLU,137,5° BPAmb,"5100","866647",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - SEM OBSERVADOR - (ESTAÇÃO MISTA E3-268),,ATIVO,,,,,,,,,,,,
"3E-122",FCTH,,CACHOEIRA MONTANTE,"2015","2025",-23.00638889,-46.28638889,PIRACAIA,Piracaia,R. DA CACHOEIRA,Piracicaba/Capivari/Jundiai,"5",Rio Atibaia,5_1,,SPÁguas,FLU,294,5° BPAmb,"5100","866647",LOGGER (VAISALA) / TELEMETRIA SATELITE / SAISP- SEM OBSERVADOR - (ESTAÇÃO MISTA E3-269),,ATIVO,,,,,,,,,,,,
"3E-123",,,TUNEL 5 - MONTANTE,"2014","2021",-23.26555556,-46.57027778,NAZARÉ PAULISTA,Mairipora,R. JUQUERI,Piracicaba/Capivari/Jundiai,"5",Rio Jundiaí,5_7,,SPÁguas,FLU,54,1° BPAmb,"1100","866949",LOGGER (SOLINST),,,,,,,,,,,,,,
"3E-125",,,PAIVA CASTRO MONTANTE,"0","0",-23.31638889,-46.70416667,MAIRIPORÃ,Franco da Rocha,R. JUQUERI,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,FLU,219,1° BPAmb,"1100","866964",LOGGER (VAISALA) / TELEMETRIA SATELITE - CURVA TRAÇADA SÓ PARA 2014 -  SEM OBSERVADOR - INTERESSE SÓ EM VAZÕES PONTUAIS - (ESTAÇÃO MISTA E3-272),,,,,,,,,,,,,,
"3E-126",FCTH,,PARQUE ECOLÓGICO PEREQUÊ,"0","0",-23.85194444,-46.50055556,CUBATÃO,Sao Bernardo do Campo,R. PEREQUÊ,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,FLU,,1° BPAmb,"1200","77939564",LOGGER (ATIVA)/TELEMETRIA SATÉLITE - SEM OBSERVADOR - NÃO HÁ CURVA,,ATIVO,,,,,,,,,,,,
"3E-127",FCTH,,PETROBRÁS - REFINARIA,"0","0",-23.87861111,-46.5225,CUBATÃO,Sao Bernardo do Campo,R. CUBATÃO,Baixada Santista,"7",Rio Cubatão,7_2,,SPÁguas,FLU,145,1° BPAmb,"1200","77939564",LOGGER (CAMPBEL)/TELEMETRIA CELULAR - SEM OBSERVADOR - NÃO HÁ CURVA,,ATIVO,,,,,,,,,,,,
"3E-128",FCTH,,CAPTAÇÃO DA RIVIERA DE S. LOURENÇO,"0","0",-23.77694444,-46.06333333,BERTIOGA,Bertioga,R. ITAPANHAU,Baixada Santista,"7",,7_1,,SPÁguas,FLU,,3° BPAmb,"3100","77939523",LOGGER (CAMPBEL)/TELEMETRIA  CELULAR - SEM OBSERVADOR,,ATIVO,,,,,,,,,,,,
"3E-129",FCTH,,PONTE PIQUERI,"0","0",-23.50861111,-46.84555556,SÃO PAULO,Barueri,R. TIETÊ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,FLU,,1° BPAmb,"1100","866973",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP,,ATIVO,,,,,,,,,,,,
"3E-130",FCTH,,PONTE DUTRA,"0","0",-23.52972222,-46.70777778,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,,1° BPAmb,"1200","866991",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP,,ATIVO,,,,,,,,,,,,
"3E-131",FCTH,,BARRAGEM MÓVEL - MONTANTE,"0","0",-23.525,-46.90111111,OSASCO,Jandira,R. TIETÊ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,FLU,,1° BPAmb,"1100","8669722",ESTAÇÃO MISTA E3-279,,ATIVO,,,,,,,,,,,,
"3E-132",FCTH,,BARRAGEM MÓVEL - JUSANTE,"0","0",-23.52611111,-46.90111111,SÃO PAULO,Jandira,R. TIETÊ,Alto Tietê,"6",Rasgão até rio Pinheiros x rio Tietê,6_8,,SPÁguas,FLU,,1° BPAmb,"1100","8669722",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP,,ATIVO,,,,,,,,,,,,
"3E-133",FCTH,,BARRAGEM DA PENHA - MONTANTE,"0","0",-23.50138889,-46.64861111,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,,1° BPAmb,"1100","866991",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP,,ATIVO,,,,,,,,,,,,
"3E-134",FCTH,,BARRAGEM DA PENHA - JUSANTE,"0","0",-23.50361111,-46.64916667,SÃO PAULO,Sao Paulo,R. TIETÊ,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,,1° BPAmb,"1100","866991",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA E3-281,,ATIVO,,,,,,,,,,,,
"3E-135",FCTH,,NÚCLEO JARDIM HELENA,"0","0",-23.47583333,-46.49583333,SÃO PAULO,Guarulhos,SNA2 TIETÊ R.,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,,1° BPAmb,"1100","8669935",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA E3-282,,ATIVO,,,,,,,,,,,,
"3E-136",FCTH,,NÚCLEO ITAIM BIACICA,"0","0",-23.48916667,-46.48277778,SÃO PAULO,Sao Paulo,RIB. LAJEADO,Alto Tietê,"6",Rio Pinheiros x rio Tietê até barragem da Penha,6_5,,SPÁguas,FLU,,1° BPAmb,"1300","8669937",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA E3-283,,ATIVO,,,,,,,,,,,,
"3E-137",FCTH,,RIBEIRÃO EUSÉBIO,"0","0",-23.32888889,-46.86944444,FRANCO DA ROCHA,Cajamar,RIB. DO EUSÉBIO,Alto Tietê,"6",Juqueri,6_7,,SPÁguas,FLU,,1° BPAmb,"1100","866962",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA E3-284,,ATIVO,,,,,,,,,,,,
"3E-138",FCTH,,PISCINÃO AV - 03,"0","0",-23.31111111,-46.88333333,FRANCO DA ROCHA,Cajamar,R. JUQUERI,Tietê/ Sorocaba,"10",Médio Tietê Superior,10_4,,SPÁguas,FLU,,1° BPAmb,"1100","866958",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA E3-285,,ATIVO,,,,,,,,,,,,
"3E-139",FCTH,,PISCINÃO RC 6 - IMIGRANTES - MONT.,"0","0",-23.68388889,-46.72805556,DIADEMA,Sao Paulo,CÓRR CURRAL GRANDE,Alto Tietê,"6",,6_4,,SPÁguas,FLU,,1° BPAmb,"1200","866985",,,ATIVO,,,,,,,,,,,,
"3E-140",FCTH,,PISCINÃO RC 6 - IMIGRANTES,"0","0",-23.68416667,-46.72555556,DIADEMA,Sao Paulo,CÓRR CURRAL GRANDE,Alto Tietê,"6",,6_4,,SPÁguas,FLU,,1° BPAmb,"1200","866985",LOGGER (FCTH) / TELEMETRIA CHIP CELULAR / SAISP - ESTAÇÃO MISTA E3-286,,ATIVO,,,,,,,,,,,,
"3E-141",FCTH,,PISCINÃO RC 3 - MERCEDEZ BENZ - MONT.,"0","0",-23.69,-46.69222222,DIADEMA,Sao Paulo,RIB. DOS COUROS,Alto Tietê,"6",,6_3,,SPÁguas,FLU,,1° BPAmb,"1200","8669841",,,ATIVO,,,,,,,,,,,,
